,1 kills,1 tracking,2 kills,2 tracking,3 kills,3 tracking,4 kills,4 tracking,5 kills,5 tracking,6 kills,6 tracking,7 kills,7 tracking,8 kills,8 tracking,9 kills,9 tracking,10 kills,10 tracking
0,56,17831,21,57496,16,99406,4,137874,5,179243,3,217642,0,257015,1,298865,0,336716,2,377056
1,56,1202,21,2060,16,1371,4,1605,5,1407,3,1614,0,1646,1,1400,0,2070,2,1644
2,56,1228,21,1226,16,1202,4,1202,5,1202,3,1202,0,1202,1,1202,0,1225,2,1202
3,56,1826,21,2382,16,2505,4,1202,5,2502,3,1202,0,1202,1,2502,0,2383,2,1202
4,56,2071,21,1202,16,1202,4,1202,5,1319,3,1202,0,1202,1,1319,0,1202,2,1202
5,56,1202,21,1202,16,4308,4,1202,5,1297,3,1202,0,1202,1,1297,0,1202,2,1202
6,56,1202,21,3908,16,1335,4,1908,5,4864,3,1908,0,1907,1,4861,0,4619,2,1908
7,56,1202,21,1202,16,1449,4,1694,5,1202,3,1693,0,1694,1,1202,0,1202,2,1694
8,56,1911,21,1202,16,7085,4,1419,5,2077,3,1420,0,1419,1,2065,0,1202,2,1420
9,56,1693,21,1622,16,2004,4,3741,5,1226,3,3741,0,3741,1,1224,0,1624,2,3741
10,56,2318,21,1202,16,2358,4,1873,5,1524,3,1872,0,1872,1,1522,0,1202,2,1871
11,56,1202,21,3972,16,2186,4,2689,5,1202,3,2689,0,2689,1,112,0,5683,2,2689
12,56,2274,21,1373,16,1573,4,2186,5,1618,3,2186,0,2185,1,2218,0,1437,2,2186
13,56,1345,21,1202,16,9115,4,1573,5,1274,3,1573,0,5123,1,1276,0,4240,2,8048
14,56,1202,21,2207,16,6444,4,9132,5,1572,3,9134,0,1281,1,1827,0,1202,2,1202
15,56,2732,21,1328,16,1357,4,7096,5,3036,3,7105,0,4824,1,4469,0,1532,2,1737
16,56,1569,21,2068,16,1778,4,2331,5,3723,3,2704,0,1700,1,5091,0,1797,2,4453
17,56,1676,21,5103,16,1202,4,1896,5,3801,3,2827,0,2806,1,1362,0,1202,2,5326
18,56,2471,21,1365,16,1202,4,2322,5,1533,3,1350,0,2309,1,1202,0,1202,2,1350
19,56,3971,21,1202,16,1438,4,4432,5,1202,3,1202,0,4438,1,1443,0,1437,2,1202
20,56,2049,21,1443,16,1858,4,1875,5,1457,3,1442,0,1875,1,1858,0,1857,2,1442
21,56,1674,21,1858,16,1310,4,1840,5,1858,3,1857,0,1840,1,1310,0,1310,2,1858
22,56,5227,21,1310,16,1755,4,7027,5,1312,3,1311,0,7072,1,1755,0,1754,2,1311
23,56,1801,21,1755,16,1700,4,2129,5,1755,3,1754,0,2132,1,1700,0,1700,2,1754
24,56,1702,21,1699,16,1630,4,5779,5,1699,3,1699,0,5778,1,1630,0,1630,2,1700
25,56,2026,21,1630,16,1982,4,1878,5,1630,3,1630,0,1878,1,1983,0,1982,2,1630
26,56,2236,21,1983,16,1202,4,2053,5,1982,3,1982,0,2053,1,9908,0,1202,2,1981
27,56,2021,21,1252,16,4863,4,13615,5,1202,3,1202,0,13616,1,2380,0,2473,2,1202
28,56,1450,21,1910,16,1202,4,3623,5,3653,3,3876,0,3643,1,1202,0,1202,2,1906
29,56,1811,21,1375,16,1416,4,1932,5,1835,3,1202,0,1901,1,1442,0,1421,2,1375
30,56,5194,21,1801,16,2117,4,1415,5,1666,3,1419,0,1429,1,1965,0,2055,2,6749
31,56,1877,21,1951,16,1228,4,5073,5,2911,3,2116,0,3487,1,1202,0,1229,2,2300
32,56,2053,21,1202,16,5798,4,3478,5,838,3,1227,0,3415,1,5652,0,5613,2,3539
33,56,9109,21,5586,16,2120,4,5339,5,1202,3,2509,0,3423,1,2120,0,1494,2,4564
34,56,4149,21,1754,16,2132,4,5821,5,1202,3,9619,0,4567,1,2132,0,4723,2,1603
35,56,1202,21,8470,16,1385,4,2172,5,2090,3,1202,0,1604,1,1384,0,2099,2,6179
36,56,1442,21,1202,16,1202,4,1431,5,3900,3,1268,0,6192,1,1206,0,2212,2,2014
37,56,1987,21,1811,16,1622,4,1202,5,2062,3,1910,0,2014,1,1621,0,9861,2,2174
38,56,1202,21,4384,16,1609,4,1622,5,1347,3,1501,0,2173,1,1608,0,1280,2,9861
39,56,8183,21,1202,16,1202,4,1609,5,1202,3,5305,0,9862,1,1202,0,1560,2,1279
40,56,1769,21,1501,16,8505,4,1202,5,1621,3,7646,0,1280,1,8351,0,1202,2,1560
41,56,2269,21,1202,16,1202,4,8145,5,1609,3,1202,0,1560,1,1202,0,1494,2,1202
42,56,1822,21,1494,16,1547,4,1202,5,1202,3,1202,0,1202,1,1547,0,1518,2,1798
43,56,1202,21,1518,16,837,4,1547,5,9427,3,1432,0,1799,1,839,0,1202,2,1414
44,56,13430,21,1202,16,2293,4,838,5,1202,3,1462,0,1415,1,2295,0,6845,2,1202
45,56,1202,21,3730,16,2099,4,2294,5,1499,3,3736,0,1202,1,2101,0,4854,2,4695
46,56,2308,21,1919,16,1323,4,2103,5,1517,3,2147,0,4693,1,1323,0,1221,2,4592
47,56,1202,21,1638,16,1473,4,1323,5,1202,3,1314,0,4591,1,1473,0,1523,2,1750
48,56,1280,21,1727,16,1359,4,1473,5,6007,3,1472,0,1750,1,1360,0,242,2,1404
49,56,1202,21,5999,16,1202,4,1360,5,4728,3,1359,0,1404,1,1202,0,1223,2,1359
50,56,1253,21,1202,16,2059,4,1202,5,1220,3,1202,0,1360,1,2060,0,3572,2,1202
51,56,4901,21,2107,16,7771,4,2059,5,1523,3,2060,0,1202,1,7769,0,1202,2,2059
52,56,1202,21,1346,16,1202,4,7768,5,241,3,6866,0,2060,1,1202,0,1202,2,6923
53,56,1202,21,1773,16,6065,4,1202,5,1223,3,1202,0,6925,1,6071,0,1678,2,1202
54,56,1770,21,3409,16,1801,4,6235,5,3578,3,5547,0,1202,1,1801,0,1689,2,5561
55,56,2701,21,1202,16,8849,4,1202,5,1202,3,1202,0,5632,1,8849,0,7248,2,1202
56,56,1202,21,4532,16,4907,4,1872,5,1202,3,1872,0,1790,1,4879,0,4759,2,1872
57,56,1816,21,1735,16,1938,4,1202,5,1678,3,1202,0,8849,1,1698,0,1698,2,1202
58,56,2961,21,6966,16,1202,4,9742,5,1690,3,1633,0,4903,1,1937,0,1939,2,3009
59,56,1202,21,1202,16,2419,4,1659,5,7247,3,1950,0,1645,1,1468,0,1467,2,1349
60,56,1780,21,1302,16,1395,4,1639,5,4759,3,1467,0,1202,1,1325,0,1326,2,3592
61,56,1202,21,1543,16,1666,4,1375,5,1648,3,1326,0,1335,1,15618,0,15597,2,1583
62,56,2971,21,2113,16,2366,4,1439,5,1202,3,15773,0,13945,1,1289,0,1289,2,1353
63,56,1572,21,1202,16,3186,4,1202,5,1334,3,1289,0,1290,1,1386,0,1386,2,1202
64,56,1202,21,1435,16,395,4,1346,5,14021,3,1386,0,1386,1,1202,0,1202,2,136
65,56,1282,21,1620,16,1517,4,1790,5,1290,3,1202,0,1202,1,3659,0,3649,2,499
66,56,1541,21,1202,16,1202,4,1431,5,1386,3,3659,0,3650,1,5146,0,5150,2,1202
67,56,2114,21,5280,16,1346,4,7327,5,1202,3,5146,0,5153,1,2035,0,2035,2,1774
68,56,1202,21,425,16,1790,4,1202,5,3635,3,2332,0,2035,1,1202,0,1202,2,1583
69,56,1435,21,1522,16,3111,4,1715,5,5154,3,1202,0,1202,1,1202,0,1202,2,1561
70,56,1559,21,1202,16,1202,4,1849,5,2126,3,1202,0,1202,1,5856,0,5855,2,2485
71,56,1202,21,1346,16,1202,4,1219,5,1202,3,5855,0,5856,1,1202,0,1202,2,658
72,56,16219,21,1790,16,1202,4,1444,5,1202,3,1202,0,1202,1,1774,0,1774,2,1660
73,56,1278,21,1432,16,1722,4,1202,5,5856,3,1775,0,1774,1,1202,0,1202,2,1748
74,56,1386,21,6114,16,1849,4,1458,5,1202,3,1202,0,1202,1,9520,0,9522,2,1202
75,56,1202,21,1202,16,1219,4,1876,5,1775,3,8754,0,9523,1,1348,0,1349,2,1533
76,56,1693,21,1716,16,1442,4,1202,5,1202,3,1347,0,1348,1,5175,0,5174,2,1202
77,56,1202,21,1849,16,1202,4,1202,5,9211,3,5175,0,5174,1,1202,0,1202,2,5970
78,56,1347,21,1218,16,1459,4,1569,5,1354,3,1202,0,1202,1,7225,0,7228,2,1277
79,56,1202,21,1442,16,5880,4,1737,5,5176,3,7268,0,7226,1,1575,0,1576,2,1459
80,56,1202,21,1202,16,1352,4,1707,5,1202,3,1576,0,1576,1,1202,0,1202,2,1202
81,56,1723,21,1459,16,5175,4,1338,5,7135,3,1202,0,1202,1,13244,0,13242,2,1459
82,56,1849,21,1939,16,1202,4,2122,5,1576,3,13238,0,13243,1,1202,0,1202,2,1965
