,1 kills,1 tracking,2 kills,2 tracking,3 kills,3 tracking,4 kills,4 tracking,5 kills,5 tracking,6 kills,6 tracking,7 kills,7 tracking,8 kills,8 tracking,9 kills,9 tracking,10 kills,10 tracking
0,39,18859,25,71615,22,118106,9,188854,9,266280,3,327601,4,387483,2,444803,2,506145,0,565420
1,39,3094,25,1637,22,7721,9,1628,9,1202,3,1933,4,1938,2,1202,2,1202,0,1207
2,39,1235,25,1286,22,15341,9,1283,9,1202,3,2066,4,2067,2,5053,2,1202,0,1541
3,39,1365,25,1202,22,1498,9,1202,9,1423,3,1202,4,1202,2,1205,2,1422,0,1202
4,39,1202,25,1853,22,2183,9,1853,9,6929,3,5302,4,4972,2,1853,2,7063,0,1202
5,39,1854,25,1202,22,1619,9,1202,9,1202,3,1202,4,1202,2,1202,2,1202,0,1202
6,39,1202,25,1543,22,4536,9,1543,9,1766,3,1536,4,1549,2,1545,2,1552,0,1538
7,39,1545,25,1202,22,1202,9,1202,9,1202,3,1202,4,1202,2,1202,2,1202,0,1202
8,39,1202,25,1202,22,1710,9,1202,9,1202,3,1202,4,1202,2,1202,2,2663,0,1202
9,39,1202,25,1202,22,1202,9,1202,9,1202,3,1202,4,1202,2,1202,2,1497,0,1202
10,39,1202,25,1786,22,2663,9,2381,9,2127,3,1892,4,1892,2,2379,2,2023,0,1893
11,39,2380,25,1202,22,1498,9,1964,9,1202,3,1202,4,1202,2,1965,2,1914,0,1202
12,39,1964,25,1202,22,2021,9,1394,9,1729,3,1449,4,1449,2,1394,2,1507,0,1449
13,39,1395,25,1202,22,1915,9,1202,9,1202,3,1202,4,1202,2,1202,2,1412,0,1202
14,39,1202,25,2149,22,1509,9,1813,9,1202,3,1202,4,1202,2,1813,2,1202,0,1202
15,39,1202,25,14139,22,1412,9,1514,9,1202,3,1260,4,1259,2,1513,2,1812,0,1260
16,39,1202,25,1202,22,1202,9,1202,9,1202,3,1202,4,1202,2,1456,2,1513,0,1202
17,39,1309,25,1669,22,1812,9,1202,9,1334,3,1202,4,853,2,1159,2,1455,0,1202
18,39,1202,25,1202,22,1514,9,1202,9,1360,3,2108,4,1202,2,1202,2,1161,0,2108
19,39,1202,25,1202,22,1455,9,1940,9,1202,3,1523,4,2062,2,1576,2,1202,0,1523
20,39,1992,25,1202,22,1160,9,1202,9,1202,3,1628,4,1522,2,1615,2,1406,0,1629
21,39,1374,25,1202,22,1202,9,1960,9,1202,3,1299,4,1629,2,1202,2,1490,0,1300
22,39,1618,25,1333,22,2149,9,1299,9,1202,3,1202,4,1299,2,1950,2,1629,0,1202
23,39,1202,25,1360,22,1536,9,1202,9,1202,3,1202,4,1202,2,1299,2,1299,0,1202
24,39,1950,25,1202,22,1629,9,1202,9,1275,3,1202,4,1202,2,1202,2,1202,0,1202
25,39,1299,25,1202,22,1298,9,1202,9,1424,3,1202,4,1202,2,1202,2,1202,0,1202
26,39,1202,25,1202,22,1202,9,1275,9,1202,3,1202,4,1202,2,1202,2,1202,0,1202
27,39,1202,25,1202,22,1202,9,1424,9,1202,3,1380,4,1202,2,1275,2,1202,0,1379
28,39,1202,25,1202,22,1202,9,1202,9,1375,3,1202,4,1379,2,1425,2,1202,0,1202
29,39,1275,25,1380,22,1202,9,1202,9,1543,3,1202,4,1202,2,1202,2,1380,0,1202
30,39,1424,25,1202,22,1202,9,1202,9,1762,3,1202,4,1202,2,1202,2,1202,0,1202
31,39,1202,25,1202,22,1380,9,1282,9,1202,3,1282,4,1202,2,1374,2,1202,0,1281
32,39,1202,25,1202,22,1202,9,1354,9,1585,3,1354,4,1282,2,1542,2,1202,0,1355
33,39,1376,25,1283,22,1202,9,4602,9,1948,3,4600,4,1354,2,1763,2,1282,0,13699
34,39,1543,25,1354,22,1202,9,1490,9,2605,3,1490,4,4601,2,1202,2,1354,0,1489
35,39,1763,25,4601,22,1282,9,1579,9,1202,3,1580,4,1490,2,1584,2,3090,0,1579
36,39,1202,25,1236,22,1354,9,1442,9,1202,3,1442,4,1580,2,1948,2,1202,0,1443
37,39,1583,25,1884,22,3090,9,1804,9,1529,3,1803,4,1443,2,2604,2,1202,0,1804
38,39,2025,25,2589,22,1202,9,1202,9,1202,3,1202,4,1803,2,1202,2,1269,0,1202
39,39,1202,25,1202,22,1202,9,1301,9,2653,3,1301,4,1202,2,1202,2,1202,0,1300
40,39,1615,25,1202,22,1269,9,1202,9,1503,3,1202,4,1300,2,1528,2,1396,0,1202
41,39,1202,25,1529,22,1202,9,1393,9,1202,3,1393,4,1202,2,1202,2,1202,0,1393
42,39,1614,25,1202,22,1397,9,1202,9,1389,3,1202,4,1392,2,2655,2,1202,0,1202
43,39,1202,25,2654,22,1202,9,1202,9,2552,3,1202,4,1202,2,1502,2,1202,0,1202
44,39,1202,25,1502,22,1202,9,1202,9,1513,3,1202,4,1202,2,1202,2,2243,0,1202
