,1 kills,1 tracking,2 kills,2 tracking,3 kills,3 tracking,4 kills,4 tracking,5 kills,5 tracking,6 kills,6 tracking,7 kills,7 tracking,8 kills,8 tracking,9 kills,9 tracking,10 kills,10 tracking
0,64,18877,44,75525,25,125361,14,177976,6,227055,7,278547,5,331821,1,381380,0,435578,2,484198
1,64,1202,44,1894,25,1604,14,1914,6,1756,7,1754,5,1604,1,1604,0,2234,2,1604
2,64,1581,44,10986,25,9889,14,3448,6,1322,7,1321,5,9150,1,11008,0,1280,2,11047
3,64,1202,44,1819,25,6499,14,1234,6,1129,7,5794,5,6496,1,6506,0,6203,2,6506
4,64,1202,44,1202,25,3823,14,3024,6,4021,7,1565,5,3263,1,3264,0,1565,2,3263
5,64,1501,44,1966,25,1430,14,1202,6,1566,7,1391,5,1202,1,1202,0,1391,2,1202
6,64,1725,44,1215,25,1461,14,1411,6,1391,7,2822,5,1202,1,1202,0,2821,2,1202
7,64,1202,44,1335,25,5787,14,1223,6,2822,7,1784,5,1906,1,9461,0,1784,2,5094
8,64,1202,44,4468,25,10128,14,1335,6,1783,7,1202,5,9644,1,1618,0,1202,2,2221
9,64,1501,44,2239,25,1202,14,12055,6,1641,7,2734,5,7921,1,2119,0,2736,2,3259
10,64,11266,44,3243,25,1202,14,1742,6,1371,7,7165,5,8846,1,1449,0,7166,2,7421
11,64,1202,44,1724,25,1202,14,4094,6,2267,7,1257,5,1202,1,1202,0,1257,2,2013
12,64,1202,44,2879,25,1352,14,4171,6,6148,7,1581,5,1202,1,1567,0,1581,2,1202
13,64,3097,44,1202,25,1358,14,1202,6,1202,7,1202,5,2381,1,1202,0,1202,2,1202
14,64,3186,44,1202,25,7616,14,1645,6,1202,7,7808,5,1202,1,6070,0,7774,2,2420
15,64,1202,44,1923,25,1250,14,1202,6,1202,7,1325,5,4433,1,1340,0,1326,2,1202
16,64,3731,44,6111,25,1202,14,6070,6,1333,7,530,5,1202,1,2001,0,535,2,6678
17,64,1515,44,1202,25,1523,14,1339,6,1354,7,1795,5,1605,1,1645,0,1795,2,1202
18,64,1202,44,1202,25,1261,14,2003,6,7802,7,1202,5,1851,1,1202,0,1202,2,1586
19,64,1202,44,100,25,1640,14,1644,6,1202,7,1605,5,1217,1,1605,0,1604,2,1855
20,64,1567,44,1789,25,1202,14,1202,6,1597,7,13102,5,1202,1,14110,0,15319,2,1217
21,64,1202,44,1202,25,2241,14,1605,6,1852,7,1396,5,1202,1,1399,0,1202,2,1202
22,64,1857,44,2161,25,4270,14,16338,6,1217,7,9637,5,1553,1,8450,0,1507,2,9276
23,64,1202,44,1760,25,1912,14,1202,6,1202,7,1615,5,1202,1,1202,0,1202,2,1202
24,64,1971,44,1202,25,1441,14,1507,6,1202,7,1899,5,1202,1,1612,0,1202,2,1614
25,64,1253,44,1202,25,1202,14,1202,6,2670,7,1202,5,1202,1,1202,0,1202,2,1202
26,64,466,44,1553,25,2056,14,1202,6,1575,7,1202,5,1202,1,1202,0,1202,2,1202
27,64,341,44,1202,25,1501,14,1202,6,1622,7,1416,5,1979,1,1414,0,1979,2,1414
28,64,1659,44,1202,25,1680,14,1202,6,1202,7,1488,5,1341,1,1488,0,1341,2,1488
29,64,1552,44,1202,25,1473,14,1979,6,1202,7,1202,5,1202,1,1202,0,1202,2,1202
30,64,1202,44,1202,25,1202,14,1341,6,1979,7,1546,5,2648,1,1545,0,2649,2,1546
31,64,1202,44,1979,25,1372,14,1202,6,1341,7,2662,5,2017,1,2662,0,2018,2,2663
32,64,1202,44,1341,25,1468,14,2648,6,1202,7,7292,5,1770,1,9374,0,1791,2,7293
33,64,1202,44,1202,25,1202,14,2017,6,2649,7,1202,5,1202,1,1202,0,1202,2,1202
34,64,1979,44,2648,25,1545,14,1792,6,2018,7,1202,5,1202,1,1202,0,1202,2,1202
35,64,1341,44,2018,25,2663,14,1202,6,1792,7,2416,5,1202,1,2255,0,1202,2,2255
36,64,1202,44,1769,25,2794,14,1202,6,1202,7,1661,5,1202,1,1202,0,1907,2,1202
37,64,2648,44,1202,25,2101,14,1202,6,1202,7,5994,5,1443,1,1202,0,1202,2,1202
38,64,2016,44,1501,25,1202,14,1202,6,1202,7,1243,5,1202,1,1737,0,1965,2,1736
39,64,6920,44,1914,25,1202,14,1442,6,1202,7,1902,5,1465,1,7908,0,1342,2,6414
40,64,1202,44,1202,25,1443,14,1202,6,1441,7,1337,5,1956,1,1212,0,2259,2,1276
41,64,1202,44,1202,25,1202,14,1464,6,1202,7,2258,5,1341,1,1420,0,1202,2,1421
42,64,2977,44,1561,25,1653,14,1956,6,1631,7,1202,5,2259,1,1852,0,7106,2,1851
43,64,1598,44,1202,25,1955,14,1341,6,1955,7,3071,5,1202,1,1202,0,1871,2,1202
44,64,3458,44,4900,25,1342,14,2259,6,1342,7,1831,5,3069,1,1280,0,1202,2,1281
45,64,5713,44,1807,25,2259,14,1202,6,2259,7,1202,5,1847,1,4723,0,2255,2,5577
46,64,1202,44,1324,25,1202,14,4431,6,1202,7,2694,5,1202,1,3176,0,1840,2,3168
47,64,1427,44,1202,25,3070,14,1839,6,3073,7,2863,5,2693,1,1257,0,3730,2,1257
48,64,1852,44,1501,25,1501,14,1202,6,1814,7,1202,5,2863,1,2633,0,1379,2,4560
49,64,1202,44,6984,25,2632,14,7570,6,1202,7,1747,5,1202,1,1202,0,1202,2,1836
50,64,1283,44,1202,25,1862,14,1794,6,7570,7,1787,5,1748,1,1202,0,1818,2,1202
51,64,1560,44,1549,25,7785,14,8491,6,1794,7,1450,5,1787,1,1202,0,1450,2,1202
