,1 kills,1 tracking,2 kills,2 tracking,3 kills,3 tracking,4 kills,4 tracking,5 kills,5 tracking,6 kills,6 tracking,7 kills,7 tracking,8 kills,8 tracking,9 kills,9 tracking,10 kills,10 tracking
0,21,15742,12,50686,6,84368,1,117927,1,152404,2,186245,2,220832,1,255505,1,289042,0,323034
1,21,1657,12,1333,6,1656,1,1660,1,1653,2,1224,2,1661,1,1661,1,1658,0,1251
2,21,8515,12,5127,6,10653,1,9215,1,8983,2,1202,2,11621,1,11082,1,9520,0,1202
3,21,1739,12,1315,6,1202,1,114,1,1202,2,430,2,1202,1,1202,1,1202,0,1969
4,21,3658,12,4294,6,1435,1,1984,1,1440,2,1708,2,3933,1,3937,1,1439,0,1202
5,21,2152,12,1799,6,3030,1,1202,1,2972,2,3609,2,2513,1,3843,1,2969,0,3097
6,21,2155,12,2285,6,4288,1,5620,1,4221,2,5347,2,1729,1,1202,1,4095,0,1202
7,21,1996,12,1202,6,1236,1,1881,1,1230,2,5585,2,2286,1,2256,1,1238,0,1202
8,21,1202,12,2728,6,2231,1,1244,1,2232,2,2567,2,1202,1,1202,1,2233,0,3233
9,21,2267,12,1491,6,4444,1,2232,1,4566,2,1799,2,2727,1,2729,1,4443,0,2194
10,21,4031,12,1202,6,1202,1,4039,1,1202,2,2009,2,1202,1,1202,1,1202,0,2574
11,21,1202,12,484,6,1202,1,1202,1,1202,2,1202,2,1202,1,1202,1,1202,0,1236
12,21,1202,12,1554,6,1202,1,1202,1,4027,2,2729,2,2357,1,2357,1,1202,0,2233
13,21,4027,12,1428,6,2643,1,4028,1,6134,2,1202,2,3335,1,3335,1,6488,0,4038
14,21,1271,12,1202,6,1962,1,1223,1,1976,2,1202,2,1206,1,1206,1,1763,0,1202
15,21,1398,12,2300,6,4886,1,1398,1,2704,2,2358,2,1398,1,1398,1,1646,0,1202
16,21,1556,12,3800,6,6619,1,1556,1,3631,2,6217,2,1555,1,1556,1,2119,0,4028
17,21,1571,12,636,6,1202,1,1202,1,3067,2,1972,2,1202,1,1202,1,1202,0,1242
18,21,1202,12,1933,6,1210,1,2926,1,2471,2,2704,2,2926,1,2927,1,1202,0,1398
19,21,1213,12,2405,6,1202,1,2110,1,2024,2,3631,2,2110,1,2111,1,1202,0,1555
20,21,1202,12,1202,6,1374,1,2167,1,1202,2,3068,2,2164,1,1316,1,2215,0,1202
21,21,1375,12,1381,6,1202,1,1202,1,2274,2,2471,2,1202,1,772,1,1202,0,2927
22,21,1202,12,1202,6,1328,1,1842,1,1308,2,2024,2,1841,1,1760,1,1261,0,2110
23,21,1328,12,2123,6,1202,1,1202,1,1202,2,1202,2,1202,1,1775,1,1202,0,2167
24,21,1202,12,1202,6,3357,1,1202,1,3405,2,2270,2,1202,1,1631,1,3000,0,1202
25,21,3420,12,3189,6,1202,1,1202,1,1531,2,1308,2,1202,1,1202,1,2947,0,1842
26,21,1531,12,1884,6,97,1,1202,1,1415,2,1202,2,1202,1,4985,1,4266,0,1202
27,21,1415,12,1576,6,6265,1,1202,1,1842,2,3405,2,1202,1,1529,1,1499,0,1202
28,21,1319,12,1202,6,1519,1,12826,1,1202,2,1531,2,12826,1,1642,1,15614,0,1202
29,21,9484,12,3572,6,1571,1,2785,1,1505,2,1415,2,5711,1,1529,1,5399,0,1202
30,21,1677,12,1202,6,2640,1,1202,1,1282,2,1842,2,1202,1,1743,1,1202,0,1202
31,21,5575,12,2193,6,1762,1,1792,1,1202,2,1202,2,1788,1,2921,1,1788,0,12826
32,21,1202,12,755,6,1202,1,1202,1,1202,2,1504,2,1202,1,2190,1,1202,0,5705
33,21,1799,12,6582,6,1202,1,1408,1,1202,2,1282,2,1408,1,2024,1,1408,0,1202
34,21,1202,12,3001,6,1202,1,1202,1,3773,2,1202,2,1202,1,1202,1,1202,0,1788
35,21,1408,12,1202,6,2158,1,2221,1,4073,2,1202,2,2730,1,1466,1,2728,0,1202
36,21,1202,12,2448,6,1820,1,2774,1,4802,2,1202,2,1261,1,2855,1,1102,0,1408
37,21,3301,12,2249,6,1322,1,1314,1,1762,2,8660,2,1950,1,2824,1,2090,0,1202
38,21,3535,12,1202,6,1202,1,3484,1,1973,2,3317,2,1202,1,1202,1,1202,0,2730
39,21,1202,12,1202,6,1153,1,1202,1,1643,2,1202,2,1202,1,1202,1,1202,0,1102
40,21,1154,12,1232,6,675,1,2928,1,1202,2,1145,2,1202,1,1202,1,1202,0,2089
41,21,673,12,2768,6,1354,1,1565,1,1202,2,661,2,831,1,874,1,831,0,1202
42,21,1354,12,1595,6,5397,1,1622,1,1232,2,1354,2,11193,1,3616,1,9512,0,1202
43,21,4295,12,1685,6,2124,1,1776,1,1841,2,4294,2,1202,1,1679,1,2013,0,1202
44,21,1202,12,869,6,1202,1,2737,1,1260,2,1202,2,1202,1,1202,1,1633,0,831
45,21,2038,12,1202,6,1202,1,1202,1,1295,2,1998,2,2247,1,1889,1,873,0,7646
46,21,1202,12,4037,6,1231,1,2400,1,2950,2,1202,2,1202,1,1202,1,1202,0,2030
47,21,2995,12,1202,6,1841,1,1979,1,2340,2,2998,2,5754,1,2398,1,4584,0,1629
48,21,1202,12,1202,6,1202,1,2275,1,1467,2,1202,2,1837,1,1979,1,1722,0,872
49,21,3064,12,5287,6,2400,1,1865,1,3386,2,6971,2,1202,1,2275,1,1202,0,1202
50,21,2321,12,1738,6,1978,1,1739,1,8461,2,1841,2,1565,1,1865,1,5293,0,4526
51,21,1853,12,1451,6,2275,1,7962,1,1202,2,1202,2,1202,1,1738,1,1738,0,1202
52,21,1202,12,1434,6,1864,1,1933,1,1626,2,1565,2,1764,1,7490,1,1452,0,1202
53,21,1202,12,2124,6,1202,1,1407,1,1880,2,1202,2,1312,1,1202,1,1433,0,5285
54,21,1485,12,1604,6,1190,1,1690,1,1202,2,1764,2,1299,1,1617,1,2124,0,1736
55,21,1202,12,1781,6,2093,1,1818,1,1499,2,1313,2,1742,1,1881,1,1604,0,1451
56,21,6527,12,1873,6,1202,1,7234,1,2134,2,1298,2,1536,1,1202,1,1781,0,1434
57,21,1840,12,1842,6,1370,1,1869,1,1604,2,1742,2,1795,1,1499,1,1914,0,2123
58,21,1313,12,1327,6,1202,1,2189,1,1781,2,1536,2,1447,1,2135,1,1202,0,1604
