,1 kills,1 tracking,2 kills,2 tracking,3 kills,3 tracking,4 kills,4 tracking,5 kills,5 tracking,6 kills,6 tracking,7 kills,7 tracking,8 kills,8 tracking,9 kills,9 tracking,10 kills,10 tracking
0,36,23227,33,79089,15,165204,3,189479,2,247970,2,300830,0,361064,2,431962,0,466359,0,524475
1,36,19531,33,13384,15,15223,3,281550,2,75484,2,83027,0,169009,2,89192,0,176128,0,175043
2,36,10719,33,13496,15,61089,3,171755,2,9299,2,85040,0,255761,2,9471,0,253658,0,183044
3,36,15334,33,9977,15,10368,3,10840,2,163524,2,181215,0,151724,2,37842,0,40866,0,0
4,36,1233,33,11958,15,13697,0,0,2,283246,2,34898,0,0,0,0,0,0,0,0
5,36,34275,33,18523,15,182041,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,36,18072,33,47593,15,47740,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,36,8651,33,46473,15,12190,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,36,9232,33,8740,15,80385,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,36,23033,33,18086,15,71635,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,36,10222,33,8285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,36,14157,33,19726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,36,7801,33,10387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,36,9624,33,28114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,36,13787,33,20799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15,36,31472,33,16335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16,36,9989,33,11124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,36,26876,33,19536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,36,21927,33,10253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,36,30371,33,16359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,36,70606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,36,19047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,36,5351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,36,9457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,36,7410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,36,40079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26,36,19904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
