,1 kills,1 tracking,2 kills,2 tracking,3 kills,3 tracking,4 kills,4 tracking,5 kills,5 tracking,6 kills,6 tracking,7 kills,7 tracking,8 kills,8 tracking,9 kills,9 tracking,10 kills,10 tracking
0,0,29770,0,103882,0,175929,0,247798,0,320011,0,393773,0,465349,0,537366,0,607699,0,679657
1,0,6907,0,6907,0,29739,0,29870,0,6906,0,10907,0,11972,0,11971,0,29968,0,11972
2,0,5332,0,5332,0,11850,0,11849,0,5333,0,1813,0,1813,0,1775,0,11849,0,1814
3,0,4761,0,4761,0,8127,0,8126,0,4761,0,3071,0,3070,0,3070,0,8126,0,3070
4,0,9590,0,9591,0,3174,0,3173,0,9591,0,2938,0,2938,0,2938,0,3173,0,2938
5,0,2938,0,2938,0,3123,0,3123,0,2938,0,5024,0,5024,0,5025,0,3123,0,5025
6,0,5025,0,5024,0,1885,0,1885,0,5024,0,1676,0,1676,0,1676,0,1885,0,1676
7,0,1676,0,1676,0,4462,0,6417,0,1676,0,7202,0,7202,0,7202,0,6417,0,7202
8,0,7202,0,7202,0,7959,0,7959,0,7202,0,7524,0,8179,0,8291,0,7959,0,7526
9,0,7524,0,7526,0,3741,0,2453,0,8295,0,6311,0,6311,0,6250,0,2452,0,6311
10,0,6311,0,6311,0,4604,0,4604,0,6233,0,8411,0,8411,0,8207,0,4604,0,8411
11,0,8411,0,6885,0,14709,0,14708,0,8411,0,7054,0,6579,0,6578,0,14709,0,6578
12,0,6579,0,6578,0,7787,0,7788,0,6579,0,8741,0,8739,0,8717,0,7786,0,7973
13,0,8741,0,8740,0,8866,0,8866,0,8466,0,10847,0,10847,0,10847,0,8866,0,10847
14,0,10847,0,10846,0,7202,0,7202,0,10848,0,5099,0,5099,0,5098,0,7202,0,5098
15,0,5099,0,5099,0,1889,0,1889,0,5098,0,8805,0,8804,0,8805,0,1889,0,8805
16,0,8805,0,7479,0,7691,0,7692,0,8591,0,8635,0,9479,0,9479,0,7691,0,9479
17,0,9479,0,10804,0,7735,0,7735,0,9692,0,2412,0,1540,0,1540,0,7735,0,1540
18,0,1540,0,1540,0,5143,0,5143,0,1540,0,1501,0,1501,0,1501,0,5143,0,1501
19,0,1501,0,1501,0,3526,0,3526,0,1501,0,5490,0,5490,0,5490,0,3526,0,5490
20,0,5490,0,5491,0,7274,0,7273,0,5490,0,8400,0,8401,0,8399,0,7274,0,8400
21,0,8401,0,8401,0,6813,0,6402,0,8411,0,5805,0,5805,0,5805,0,6812,0,5804
22,0,5805,0,5806,0,1566,0,1566,0,6217,0,4389,0,4389,0,4389,0,1566,0,4389
23,0,4389,0,4389,0,7480,0,7479,0,4389,0,4373,0,4373,0,4374,0,7481,0,4374
24,0,4374,0,4375,0,5160,0,5160,0,4374,0,4019,0,4019,0,4019,0,5160,0,3192
25,0,4019,0,4019,0,4716,0,4717,0,4019,0,6289,0,5128,0,6289,0,4717,0,0
26,0,6289,0,6289,0,5444,0,5444,0,6289,0,1203,0,6384,0,1203,0,5444,0,0
27,0,1203,0,1203,0,2161,0,2161,0,1203,0,1825,0,3180,0,1825,0,2161,0,0
28,0,1825,0,1825,0,1338,0,1338,0,1825,0,3957,0,5365,0,3957,0,1338,0,0
29,0,3958,0,3957,0,7141,0,7141,0,3958,0,7194,0,7272,0,5701,0,7142,0,0
30,0,7194,0,7194,0,8017,0,8017,0,5513,0,7202,0,8283,0,7202,0,8017,0,0
31,0,7202,0,7202,0,3132,0,4124,0,7202,0,4734,0,3512,0,4734,0,3132,0,0
32,0,4734,0,4734,0,2033,0,2033,0,4734,0,3180,0,7380,0,3180,0,2033,0,0
33,0,3180,0,3180,0,3360,0,3360,0,3180,0,5365,0,8987,0,5365,0,1606,0,0
34,0,5365,0,5365,0,11349,0,10435,0,5365,0,7272,0,2136,0,7271,0,0,0,0
35,0,7272,0,7272,0,7202,0,7202,0,7271,0,6253,0,2755,0,8630,0,0,0,0
36,0,6836,0,7455,0,5198,0,5196,0,7826,0,3512,0,4007,0,3512,0,0,0,0
37,0,3512,0,3510,0,8982,0,8727,0,3511,0,7381,0,7263,0,7381,0,0,0,0
38,0,7381,0,7380,0,6340,0,6675,0,7381,0,9066,0,4895,0,689,0,0,0,0
39,0,9066,0,9148,0,1001,0,1001,0,9066,0,2137,0,2683,0,0,0,0,0,0
40,0,2137,0,2137,0,5096,0,5097,0,2137,0,2755,0,0,0,0,0,0,0,0
41,0,2755,0,2755,0,3852,0,3852,0,2755,0,4007,0,0,0,0,0,0,0,0
42,0,4008,0,4007,0,11290,0,11291,0,4007,0,7263,0,0,0,0,0,0,0,0
43,0,7263,0,7263,0,7915,0,7916,0,7263,0,5281,0,0,0,0,0,0,0,0
44,0,5282,0,5282,0,10853,0,10854,0,5072,0,7202,0,0,0,0,0,0,0,0
45,0,7202,0,7202,0,5702,0,6189,0,7202,0,2923,0,0,0,0,0,0,0,0
46,0,2923,0,2923,0,10373,0,10373,0,2924,0,12380,0,0,0,0,0,0,0,0
47,0,12380,0,11740,0,7202,0,7202,0,12379,0,7754,0,0,0,0,0,0,0,0
48,0,7753,0,8393,0,5800,0,5800,0,8572,0,937,0,0,0,0,0,0,0,0
49,0,937,0,937,0,1147,0,1147,0,937,0,2120,0,0,0,0,0,0,0,0
50,0,2120,0,2120,0,2029,0,2029,0,2120,0,8095,0,0,0,0,0,0,0,0
51,0,8096,0,8096,0,6327,0,6326,0,8096,0,0,0,0,0,0,0,0,0,0
52,0,1579,0,1579,0,281,0,281,0,1579,0,0,0,0,0,0,0,0,0,0
53,0,3378,0,3378,0,2374,0,2374,0,3378,0,0,0,0,0,0,0,0,0,0
54,0,3373,0,3373,0,10374,0,11509,0,3373,0,0,0,0,0,0,0,0,0,0
55,0,7515,0,7516,0,15944,0,14810,0,7516,0,0,0,0,0,0,0,0,0,0
56,0,9015,0,9015,0,11362,0,11361,0,7873,0,0,0,0,0,0,0,0,0,0
57,0,7234,0,7234,0,10928,0,10977,0,2252,0,0,0,0,0,0,0,0,0,0
58,0,8876,0,8875,0,11379,0,11378,0,0,0,0,0,0,0,0,0,0,0,0
59,0,7772,0,7771,0,5697,0,5698,0,0,0,0,0,0,0,0,0,0,0,0
