,1 kills,1 tracking,2 kills,2 tracking,3 kills,3 tracking,4 kills,4 tracking,5 kills,5 tracking,6 kills,6 tracking,7 kills,7 tracking,8 kills,8 tracking,9 kills,9 tracking,10 kills,10 tracking
0,0,18950,1,65535,1,111087,0,155531,0,200247,0,244169,0,291744,0,334850,1,382242,0,425039
1,0,7449,1,7449,1,7202,0,7202,0,7449,0,7449,0,7448,0,8589,1,7449,0,7449
2,0,9410,1,9409,1,3397,0,2848,0,9410,0,9410,0,9176,0,5903,1,8354,0,9409
3,0,3781,1,3781,1,3592,0,2964,0,3781,0,3781,0,3781,0,2650,1,3386,0,3781
4,0,5729,1,5729,1,6757,0,3438,0,5729,0,5729,0,5729,0,10481,1,5715,0,5729
5,0,2138,1,2138,1,6894,0,6368,0,2138,0,2138,0,2138,0,4755,1,2138,0,2138
6,0,1606,1,1606,1,3606,0,6880,0,1606,0,1606,0,1606,0,6985,1,1606,0,1606
7,0,3519,1,3519,1,3928,0,3611,0,3519,0,3519,0,3519,0,1183,1,3519,0,3519
8,0,3224,1,3224,1,5492,0,3927,0,3224,0,3224,0,3224,0,5340,1,3224,0,3224
9,0,6855,1,5848,1,4365,0,5492,0,6855,0,6855,0,6855,0,3979,1,5632,0,6855
10,0,3835,1,4768,1,1662,0,4365,0,3835,0,3835,0,3835,0,1713,1,4985,0,3834
11,0,3494,1,3494,1,2803,0,1662,0,3494,0,3494,0,3222,0,5796,1,3494,0,3494
12,0,3396,1,3396,1,12530,0,2222,0,3400,0,3396,0,3400,0,7408,1,3227,0,3396
13,0,2040,1,2040,1,6087,0,10850,0,2040,0,2040,0,2040,0,2652,1,2105,0,2040
14,0,736,1,736,1,4156,0,6086,0,736,0,736,0,736,0,505,1,740,0,736
15,0,1803,1,1803,1,2258,0,4056,0,1803,0,1803,0,1803,0,1586,1,1803,0,1803
16,0,645,1,645,1,3084,0,2259,0,645,0,645,0,645,0,2534,1,645,0,645
17,0,532,1,532,1,2756,0,3084,0,532,0,532,0,532,0,3360,1,532,0,532
18,0,1746,1,1746,1,1944,0,2755,0,1746,0,1746,0,1746,0,2108,1,1746,0,1746
19,0,5032,1,5032,1,3435,0,1944,0,5032,0,5671,0,5032,0,1130,1,5428,0,5032
20,0,5833,1,5545,1,1275,0,3435,0,5833,0,5834,0,5833,0,2783,1,5465,0,5289
21,0,2561,1,2561,1,5156,0,1275,0,2561,0,2561,0,2561,0,947,1,2561,0,2561
22,0,2749,1,2749,1,1956,0,5186,0,2749,0,2749,0,2749,0,425,1,2749,0,2749
23,0,1944,1,1944,1,3738,0,1956,0,1944,0,1944,0,1944,0,3111,1,1944,0,1944
24,0,3435,1,3435,1,1745,0,3737,0,3435,0,3435,0,3435,0,917,1,3435,0,3435
25,0,1275,1,1275,1,5069,0,1745,0,1275,0,1275,0,1275,0,1419,1,1275,0,1275
26,0,5156,1,5176,1,3982,0,5069,0,5156,0,5156,0,5156,0,1625,1,5156,0,5156
27,0,1956,1,1956,1,2030,0,3982,0,1956,0,1956,0,1956,0,2744,1,1956,0,1956
28,0,3738,1,3738,1,2075,0,2029,0,3738,0,3738,0,3738,0,4318,1,3738,0,3738
29,0,1745,1,1745,1,861,0,2074,0,1745,0,1745,0,1745,0,993,1,1745,0,1745
30,0,5069,1,5069,1,2782,0,861,0,5069,0,5069,0,5069,0,2876,1,5069,0,5069
31,0,3982,1,3982,1,2247,0,2782,0,3982,0,3982,0,3982,0,3287,1,3982,0,3982
32,0,2030,1,2029,1,2168,0,2247,0,2030,0,2030,0,2030,0,2177,1,2030,0,2030
33,0,2075,1,2074,1,4327,0,2168,0,2075,0,2075,0,2075,0,2352,1,2075,0,2075
34,0,861,1,861,1,539,0,4327,0,861,0,861,0,861,0,2032,1,861,0,861
35,0,2782,1,2782,1,11514,0,539,0,2782,0,2782,0,2782,0,3786,1,2781,0,2782
36,0,2247,1,2247,1,2686,0,11488,0,2247,0,2247,0,2247,0,3808,1,2247,0,2247
37,0,2168,1,2168,1,679,0,2685,0,2168,0,2168,0,2168,0,2594,1,2168,0,2168
38,0,4327,1,4327,1,4001,0,679,0,4326,0,4327,0,4327,0,836,1,4327,0,4327
39,0,539,1,539,1,2502,0,4001,0,539,0,539,0,539,0,1843,1,538,0,539
40,0,11515,1,10679,1,1967,0,2502,0,11515,0,11515,0,11515,0,1951,1,11514,0,11515
41,0,2686,1,2657,1,3981,0,1966,0,2686,0,2686,0,2686,0,3690,1,2686,0,2686
42,0,679,1,679,1,1675,0,3981,0,679,0,679,0,679,0,1230,1,679,0,679
43,0,4001,1,4001,1,3779,0,1675,0,4002,0,4001,0,4001,0,627,1,4001,0,4002
44,0,2502,1,2502,1,1103,0,3779,0,2502,0,2502,0,2502,0,1374,1,2502,0,2502
