,1 kills,1 tracking,2 kills,2 tracking,3 kills,3 tracking,4 kills,4 tracking,5 kills,5 tracking,6 kills,6 tracking,7 kills,7 tracking,8 kills,8 tracking,9 kills,9 tracking,10 kills,10 tracking
0,0,15904,0,42669,0,74120,0,105306,0,132748,0,165639,0,192836,0,225123,1,256793,0,285159
1,0,4492,0,7020,0,5554,0,4908,0,6787,0,5012,0,10881,0,10671,1,4381,0,11115
2,0,3507,0,1758,0,1758,0,3201,0,1758,0,3050,0,1581,0,1666,1,3049,0,1765
3,0,3905,0,3267,0,3267,0,3878,0,3267,0,3866,0,4846,0,4681,1,3866,0,4683
4,0,986,0,2719,0,2719,0,986,0,2719,0,986,0,986,0,1126,1,986,0,1127
5,0,1931,0,4523,0,5945,0,1931,0,5965,0,1931,0,7138,0,7103,1,1931,0,7103
6,0,4146,0,3109,0,3109,0,4146,0,3109,0,4146,0,4987,0,4976,1,4226,0,4976
7,0,2283,0,6929,0,7607,0,2283,0,6930,0,2283,0,2561,0,2558,1,2294,0,2558
8,0,2548,0,1801,0,1892,0,2548,0,1801,0,2548,0,5294,0,5247,1,2548,0,5247
9,0,3763,0,1416,0,1416,0,3763,0,1416,0,3763,0,4176,0,4173,1,3763,0,4173
10,0,3716,0,718,0,725,0,3716,0,718,0,3716,0,2770,0,2770,1,3716,0,2770
11,0,2262,0,2864,0,2863,0,2262,0,2864,0,2262,0,2976,0,2976,1,2262,0,2976
12,0,940,0,2042,0,2042,0,940,0,2042,0,940,0,1127,0,1127,1,940,0,1127
13,0,1608,0,3868,0,3868,0,1608,0,3868,0,1608,0,6050,0,5761,1,1608,0,6622
14,0,3836,0,2972,0,2972,0,3836,0,2972,0,3836,0,2917,0,3162,1,3836,0,2800
15,0,2192,0,4700,0,4700,0,2192,0,4700,0,2192,0,1336,0,1333,1,2192,0,1339
16,0,3762,0,554,0,554,0,4157,0,554,0,3762,0,3800,0,3799,1,4157,0,3798
17,0,3169,0,1644,0,1644,0,3247,0,1644,0,3169,0,7376,0,7487,1,3206,0,7487
18,0,3688,0,2811,0,2811,0,3690,0,2811,0,3688,0,4212,0,4193,1,3689,0,4193
19,0,4474,0,3680,0,3680,0,4474,0,3680,0,4474,0,948,0,947,1,13951,0,2313
20,0,6680,0,4475,0,4475,0,6680,0,4475,0,6680,0,3727,0,3727,1,14107,0,2729
21,0,4101,0,6680,0,6680,0,4101,0,6680,0,4101,0,1847,0,1847,1,4300,0,2084
22,0,1709,0,4101,0,4101,0,1709,0,10341,0,1709,0,3387,0,3387,1,1859,0,3573
23,0,2680,0,1709,0,1709,0,2680,0,3792,0,2680,0,1740,0,1740,1,3387,0,2978
24,0,2083,0,2680,0,2680,0,2083,0,2943,0,2083,0,3260,0,3260,1,1740,0,1580
25,0,3573,0,2083,0,2083,0,3573,0,1581,0,3573,0,3713,0,3644,1,3260,0,1450
26,0,2978,0,3573,0,3573,0,2978,0,1449,0,2978,0,3089,0,3145,1,3713,0,3264
27,0,1580,0,2978,0,2978,0,1580,0,3264,0,1580,0,11345,0,10540,1,3089,0,8064
28,0,1450,0,1580,0,1580,0,1450,0,7613,0,1450,0,2090,0,2090,1,10355,0,764
29,0,3264,0,1450,0,1450,0,3264,0,764,0,3264,0,4001,0,4001,1,2077,0,3710
