,1 kills,1 tracking,2 kills,2 tracking,3 kills,3 tracking,4 kills,4 tracking,5 kills,5 tracking,6 kills,6 tracking,7 kills,7 tracking,8 kills,8 tracking,9 kills,9 tracking,10 kills,10 tracking
0,0,30513,0,104987,0,175553,0,254555,0,320369,0,388038,0,463502,0,541862,0,608345,0,680683
1,0,225,0,8462,0,224,0,32801,0,9135,0,224,0,7202,0,7202,0,8464,0,225
2,0,1569,0,23546,0,1569,0,5634,0,7172,0,1569,0,4249,0,4250,0,24187,0,1569
3,0,970,0,3455,0,970,0,4832,0,1851,0,970,0,4944,0,4944,0,3455,0,970
4,0,678,0,1889,0,678,0,3731,0,2525,0,678,0,4193,0,4193,0,1889,0,678
5,0,3429,0,5989,0,3429,0,7940,0,7459,0,3429,0,4642,0,4642,0,5989,0,3429
6,0,3705,0,4550,0,3705,0,4726,0,7761,0,3705,0,1889,0,1889,0,4549,0,3705
7,0,5243,0,5144,0,5242,0,4793,0,2476,0,5242,0,5989,0,5989,0,5144,0,5242
8,0,5958,0,4359,0,5958,0,4244,0,2288,0,5958,0,4550,0,4550,0,4358,0,5958
9,0,4906,0,1352,0,4906,0,2202,0,8867,0,4907,0,5144,0,5144,0,1352,0,4907
10,0,881,0,1629,0,881,0,6181,0,3610,0,881,0,4359,0,4358,0,1629,0,881
11,0,2700,0,5112,0,2700,0,4132,0,8234,0,2700,0,1352,0,1352,0,5111,0,2700
12,0,1341,0,3100,0,1341,0,6418,0,3126,0,1341,0,1629,0,1629,0,3100,0,1341
13,0,4072,0,5034,0,4073,0,7868,0,6529,0,4072,0,5111,0,5111,0,5034,0,4073
14,0,3008,0,505,0,3008,0,5948,0,1574,0,3008,0,3100,0,3100,0,505,0,3008
15,0,1606,0,4596,0,1606,0,6379,0,6085,0,1606,0,5034,0,5034,0,4597,0,1606
16,0,3202,0,3298,0,3202,0,4616,0,4082,0,3202,0,505,0,505,0,3297,0,3202
17,0,2931,0,692,0,2931,0,2424,0,4733,0,2930,0,4596,0,4596,0,692,0,2931
18,0,4147,0,7638,0,4147,0,5639,0,5861,0,4147,0,3298,0,3298,0,7639,0,4147
19,0,3777,0,3334,0,3777,0,3294,0,852,0,3066,0,692,0,692,0,3334,0,3777
20,0,6702,0,5915,0,6703,0,8186,0,3779,0,7202,0,7639,0,7639,0,5915,0,6703
21,0,2270,0,15736,0,2270,0,2416,0,3830,0,2270,0,3334,0,3334,0,13305,0,2269
22,0,7529,0,8420,0,8326,0,3542,0,3833,0,7529,0,5915,0,5915,0,8420,0,7528
23,0,13732,0,5658,0,12106,0,4960,0,7202,0,13733,0,13305,0,13305,0,5658,0,10652
24,0,15899,0,7535,0,22064,0,1514,0,8150,0,16010,0,8422,0,8421,0,6613,0,18979
25,0,8192,0,5473,0,8192,0,12955,0,5126,0,8192,0,5659,0,5658,0,6399,0,8193
26,0,9895,0,1616,0,9890,0,7525,0,9708,0,9890,0,7533,0,7130,0,1616,0,9890
27,0,4958,0,12837,0,4957,0,2116,0,7984,0,4958,0,5476,0,5881,0,12836,0,4957
28,0,13840,0,3449,0,13401,0,845,0,6003,0,12474,0,30602,0,1616,0,3448,0,13841
29,0,3621,0,845,0,3620,0,3502,0,112,0,3620,0,9513,0,15520,0,845,0,3620
30,0,6011,0,3501,0,6011,0,7935,0,5953,0,6011,0,7380,0,3449,0,3501,0,0
31,0,112,0,7935,0,111,0,9208,0,7380,0,112,0,8389,0,845,0,7936,0,0
32,0,9514,0,5651,0,9514,0,7202,0,8391,0,6070,0,1957,0,3501,0,5650,0,0
33,0,7381,0,7202,0,7380,0,1944,0,3236,0,7380,0,5516,0,7935,0,7202,0,0
34,0,8390,0,1937,0,8390,0,2609,0,5376,0,8390,0,624,0,5651,0,1939,0,0
35,0,1955,0,2608,0,2562,0,3848,0,624,0,1966,0,4679,0,7202,0,2608,0,0
36,0,5516,0,3848,0,5417,0,5033,0,7397,0,5513,0,3704,0,1938,0,3848,0,0
37,0,624,0,5033,0,624,0,3764,0,2364,0,624,0,6174,0,2609,0,0,0,0
38,0,4679,0,3764,0,4679,0,4381,0,4723,0,4678,0,6938,0,3848,0,0,0,0
39,0,3704,0,4380,0,3704,0,1383,0,6744,0,3704,0,4386,0,5033,0,0,0,0
40,0,6174,0,1383,0,6175,0,7370,0,12826,0,6174,0,6530,0,3764,0,0,0,0
41,0,6939,0,7370,0,6939,0,5641,0,14008,0,6937,0,2174,0,4383,0,0,0,0
